@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
219,444398,23017,493987,38598,0.927527,0.950757,0.473577,0.950757,0.526423,0.632235,0.938385,1.013184,0.381605
220,444378,23037,493959,38626,0.927474,0.950714,0.47358,0.950714,0.52642,0.632228,0.938337,1.01319,0.381818
221,444378,23037,493953,38632,0.927463,0.950714,0.473583,0.950714,0.526417,0.632231,0.938331,1.013197,0.382294
222,444360,23055,493906,38679,0.927375,0.950676,0.473597,0.950676,0.526403,0.632234,0.938266,1.013226,0.382353
223,444357,23058,493893,38692,0.927351,0.950669,0.473602,0.950669,0.526398,0.632237,0.93825,1.013236,0.38247
224,444348,23067,493875,38710,0.927317,0.95065,0.473606,0.95065,0.526394,0.632237,0.938223,1.013245,0.382716
225,444345,23070,493866,38719,0.9273,0.950643,0.473609,0.950643,0.526391,0.632238,0.938211,1.013251,0.382766
226,444321,23094,493830,38755,0.927232,0.950592,0.473614,0.950592,0.526386,0.632231,0.938151,1.013261,0.382979
227,444306,23109,493822,38763,0.927217,0.95056,0.473609,0.95056,0.526391,0.63222,0.938128,1.013252,0.383333
228,444294,23121,493804,38781,0.927183,0.950534,0.473611,0.950534,0.526389,0.632216,0.938098,1.013257,0.383571
229,444228,23187,493687,38898,0.926964,0.950393,0.473634,0.950393,0.526366,0.632205,0.937915,1.013304,0.383917
230,444161,23254,493567,39018,0.926738,0.95025,0.473657,0.95025,0.526343,0.632193,0.937728,1.013353,0.383929
231,444157,23258,493555,39030,0.926716,0.950241,0.47366,0.950241,0.52634,0.632195,0.937712,1.013361,0.384058
232,444137,23278,493534,39051,0.926676,0.950198,0.47366,0.950198,0.52634,0.632185,0.937671,1.01336,0.384259
233,444125,23290,493517,39068,0.926645,0.950173,0.473662,0.950173,0.526338,0.632181,0.937642,1.013364,0.384286
234,444092,23323,493476,39109,0.926568,0.950102,0.473664,0.950102,0.526336,0.632167,0.937568,1.013369,0.384475
235,444038,23377,493420,39165,0.926462,0.949987,0.473662,0.949987,0.526338,0.63214,0.937458,1.013364,0.384615
236,444029,23386,493410,39175,0.926444,0.949967,0.473662,0.949967,0.526338,0.632135,0.937439,1.013364,0.385081
237,444005,23410,493371,39214,0.92637,0.949916,0.473668,0.949916,0.526332,0.63213,0.937376,1.013378,0.385176
238,443975,23440,493316,39269,0.926267,0.949852,0.473679,0.949852,0.526321,0.632125,0.937291,1.013401,0.385185
239,443967,23448,493313,39272,0.926262,0.949835,0.473676,0.949835,0.526324,0.632119,0.93728,1.013395,0.385321
240,443954,23461,493300,39285,0.926237,0.949807,0.473675,0.949807,0.526325,0.632112,0.937254,1.013393,0.385417
241,443953,23462,493297,39288,0.926231,0.949805,0.473676,0.949805,0.526324,0.632112,0.93725,1.013395,0.38565
242,443940,23475,493290,39295,0.926218,0.949777,0.473672,0.949777,0.526328,0.632103,0.93723,1.013387,0.38573
243,443895,23520,493236,39349,0.926117,0.949681,0.473674,0.949681,0.526326,0.632083,0.937131,1.013392,0.385827
244,443885,23530,493231,39354,0.926108,0.949659,0.473671,0.949659,0.526329,0.632076,0.937116,1.013385,0.385965
245,443880,23535,493226,39359,0.926098,0.949649,0.473671,0.949649,0.526329,0.632073,0.937106,1.013384,0.386364
246,443871,23544,493218,39367,0.926083,0.949629,0.47367,0.949629,0.52633,0.632068,0.937089,1.013382,0.386503
247,443861,23554,493200,39385,0.926049,0.949608,0.473674,0.949608,0.526326,0.632066,0.937061,1.01339,0.386555
248,443845,23570,493182,39403,0.926016,0.949574,0.473674,0.949574,0.526326,0.632059,0.937027,1.01339,0.38674
249,443790,23625,493118,39467,0.925895,0.949456,0.473675,0.949456,0.526325,0.632034,0.936908,1.013393,0.386797
250,443616,23799,492869,39716,0.925428,0.949084,0.473703,0.949084,0.526297,0.631977,0.936485,1.013453,0.386831
251,443603,23812,492859,39726,0.925409,0.949056,0.473701,0.949056,0.526299,0.631968,0.936462,1.013448,0.386861
252,443576,23839,492827,39758,0.925349,0.948998,0.473702,0.948998,0.526298,0.631957,0.936403,1.013451,0.386905
253,443572,23843,492815,39770,0.925326,0.94899,0.473706,0.94899,0.526294,0.631958,0.936387,1.013459,0.386965
254,443547,23868,492772,39813,0.925246,0.948936,0.473714,0.948936,0.526286,0.631953,0.936319,1.013475,0.387097
255,443536,23879,492752,39833,0.925208,0.948913,0.473717,0.948913,0.526283,0.631951,0.936288,1.013484,0.387778
256,443494,23921,492698,39887,0.925107,0.948823,0.473721,0.948823,0.526279,0.631935,0.936192,1.013492,0.387931
257,443490,23925,492691,39894,0.925094,0.948814,0.473722,0.948814,0.526278,0.631934,0.936181,1.013494,0.38806
258,443483,23932,492690,39895,0.925092,0.948799,0.473719,0.948799,0.526281,0.631928,0.936173,1.013487,0.388087
259,443459,23956,492661,39924,0.925037,0.948748,0.47372,0.948748,0.52628,0.631917,0.93612,1.01349,0.388158
260,443452,23963,492652,39933,0.92502,0.948733,0.473721,0.948733,0.526279,0.631914,0.936104,1.013491,0.388235
261,443446,23969,492648,39937,0.925013,0.94872,0.47372,0.94872,0.52628,0.63191,0.936094,1.013488,0.388268
262,443429,23986,492625,39960,0.92497,0.948684,0.473722,0.948684,0.526278,0.631904,0.936054,1.013493,0.388527
263,443366,24049,492493,40092,0.924722,0.948549,0.473753,0.948549,0.526247,0.631902,0.935859,1.01356,0.388672
264,443350,24065,492462,40123,0.924664,0.948515,0.47376,0.948515,0.52624,0.631901,0.935812,1.013574,0.388788
265,443330,24085,492430,40155,0.924604,0.948472,0.473765,0.948472,0.526235,0.631896,0.93576,1.013585,0.388889
266,443325,24090,492425,40160,0.924594,0.948461,0.473764,0.948461,0.526236,0.631893,0.93575,1.013584,0.388979
267,443293,24122,492378,40207,0.924506,0.948393,0.47377,0.948393,0.52623,0.631883,0.935671,1.013596,0.389535
268,443285,24130,492371,40214,0.924493,0.948376,0.473769,0.948376,0.526231,0.631878,0.935656,1.013594,0.389558
269,443270,24145,492358,40227,0.924468,0.948344,0.473767,0.948344,0.526233,0.631869,0.935628,1.01359,0.38961
270,443259,24156,492345,40240,0.924444,0.94832,0.473768,0.94832,0.526232,0.631865,0.935604,1.013591,0.389646
271,443217,24198,492307,40278,0.924373,0.94823,0.473763,0.94823,0.526237,0.631841,0.935524,1.013582,0.389776
272,443152,24263,492232,40353,0.924232,0.948091,0.473765,0.948091,0.526235,0.631811,0.935384,1.013585,0.389831
273,443132,24283,492208,40377,0.924187,0.948048,0.473766,0.948048,0.526234,0.631802,0.93534,1.013587,0.389889
274,443073,24342,492114,40471,0.92401,0.947922,0.47378,0.947922,0.52622,0.631787,0.935187,1.013618,0.389892
275,443050,24365,492084,40501,0.923954,0.947873,0.473782,0.947873,0.526218,0.631778,0.935134,1.013623,0.390126
276,442999,24416,492034,40551,0.92386,0.947764,0.473779,0.947764,0.526221,0.631751,0.935033,1.013615,0.390244
277,442996,24419,492029,40556,0.923851,0.947757,0.47378,0.947757,0.52622,0.63175,0.935025,1.013617,0.3904
278,442961,24454,492002,40583,0.9238,0.947682,0.473774,0.947682,0.526226,0.631728,0.934963,1.013604,0.390411
279,442952,24463,491971,40614,0.923742,0.947663,0.473784,0.947663,0.526216,0.631734,0.934923,1.013627,0.390438
280,442933,24482,491933,40652,0.92367,0.947623,0.473793,0.947623,0.526207,0.631732,0.934866,1.013645,0.390485
281,442714,24701,491629,40956,0.9231,0.947154,0.473824,0.947154,0.526176,0.631655,0.934343,1.013711,0.390728
282,442707,24708,491619,40966,0.923081,0.947139,0.473825,0.947139,0.526175,0.631653,0.934326,1.013714,0.390805
283,442705,24710,491611,40974,0.923066,0.947135,0.473828,0.947135,0.526172,0.631655,0.934316,1.01372,0.390909
284,442689,24726,491597,40988,0.92304,0.947101,0.473826,0.947101,0.526174,0.631645,0.934286,1.013716,0.391061
285,442676,24739,491578,41007,0.923004,0.947073,0.473828,0.947073,0.526172,0.631641,0.934254,1.013721,0.391086
286,442466,24949,491281,41304,0.922446,0.946623,0.473861,0.946623,0.526139,0.63157,0.933747,1.01379,0.391253
287,441984,25431,490582,42003,0.921134,0.945592,0.473944,0.945592,0.526056,0.631414,0.932566,1.013968,0.391304
288,441919,25496,490501,42084,0.920982,0.945453,0.473948,0.945453,0.526052,0.631387,0.93242,1.013978,0.391667
289,441913,25502,490495,42090,0.92097,0.94544,0.473948,0.94544,0.526052,0.631384,0.932408,1.013977,0.391753
290,441901,25514,490481,42104,0.920944,0.945415,0.473948,0.945415,0.526052,0.631379,0.932382,1.013978,0.391941
291,441891,25524,490471,42114,0.920925,0.945393,0.473948,0.945393,0.526052,0.631373,0.932362,1.013977,0.392
292,441881,25534,490462,42123,0.920908,0.945372,0.473947,0.945372,0.526053,0.631368,0.932343,1.013974,0.392045
293,441876,25539,490449,42136,0.920884,0.945361,0.473951,0.945361,0.526049,0.631369,0.932325,1.013982,0.392055
294,441709,25706,490156,42429,0.920334,0.945004,0.474005,0.945004,0.525995,0.631338,0.931865,1.0141,0.392157
295,441672,25743,490123,42462,0.920272,0.944925,0.474001,0.944925,0.525999,0.631316,0.931795,1.014091,0.392388
296,441466,25949,489817,42768,0.919697,0.944484,0.474041,0.944484,0.525959,0.631253,0.931283,1.014175,0.392405
297,441437,25978,489771,42814,0.919611,0.944422,0.474048,0.944422,0.525952,0.631245,0.931208,1.01419,0.392445
298,441281,26134,489491,43094,0.919085,0.944088,0.474102,0.944088,0.525898,0.631219,0.930772,1.014307,0.392505
299,441265,26150,489455,43130,0.919018,0.944054,0.474111,0.944054,0.525889,0.631219,0.93072,1.014327,0.392638
300,441255,26160,489447,43138,0.919003,0.944033,0.47411,0.944033,0.52589,0.631213,0.930702,1.014323,0.392646
301,441073,26342,489193,43392,0.918526,0.943643,0.474136,0.943643,0.525864,0.63115,0.930266,1.01438,0.392673
302,440653,26762,488508,44077,0.91724,0.942745,0.474248,0.942745,0.525752,0.631048,0.929161,1.014619,0.392723
303,440434,26981,488178,44407,0.91662,0.942276,0.474293,0.942276,0.525707,0.630982,0.928612,1.014715,0.392724
304,439940,27475,487413,45172,0.915183,0.941219,0.474404,0.941219,0.525596,0.630843,0.927353,1.014953,0.392857
305,439879,27536,487326,45259,0.91502,0.941089,0.474414,0.941089,0.525586,0.630823,0.927205,1.014974,0.393333
306,439867,27548,487310,45275,0.91499,0.941063,0.474415,0.941063,0.525585,0.630818,0.927177,1.014977,0.393344
307,439385,28030,486553,46032,0.913569,0.940032,0.47453,0.940032,0.52547,0.630687,0.925938,1.015221,0.393353
308,439198,28217,486284,46301,0.913064,0.939632,0.474561,0.939632,0.525439,0.630625,0.925482,1.015289,0.393443
309,439189,28226,486271,46314,0.913039,0.939613,0.474563,0.939613,0.525437,0.630622,0.92546,1.015292,0.393548
310,439156,28259,486215,46370,0.912934,0.939542,0.474573,0.939542,0.525427,0.630615,0.925371,1.015314,0.393617
311,439149,28266,486207,46378,0.912919,0.939527,0.474573,0.939527,0.525427,0.630612,0.925356,1.015314,0.393705
312,438898,28517,485850,46735,0.912249,0.93899,0.474614,0.93899,0.525386,0.630527,0.924748,1.015401,0.39387
313,438830,28585,485771,46814,0.9121,0.938844,0.474616,0.938844,0.525384,0.630496,0.924601,1.015405,0.393939
314,438815,28600,485763,46822,0.912085,0.938812,0.474611,0.938812,0.525389,0.630484,0.924578,1.015396,0.394231
315,438806,28609,485746,46839,0.912053,0.938793,0.474615,0.938793,0.525385,0.630483,0.924552,1.015403,0.394286
316,438792,28623,485738,46847,0.912038,0.938763,0.474611,0.938763,0.525389,0.630473,0.92453,1.015395,0.394309
317,438779,28636,485723,46862,0.91201,0.938735,0.474611,0.938735,0.525389,0.630467,0.924502,1.015396,0.394328
318,438735,28680,485655,46930,0.911883,0.938641,0.474621,0.938641,0.525379,0.630455,0.92439,1.015417,0.394338
319,438532,28883,485331,47254,0.911274,0.938207,0.474672,0.938207,0.525328,0.630402,0.923863,1.015526,0.394387
320,438361,29054,485076,47509,0.910795,0.937841,0.474706,0.937841,0.525294,0.630349,0.923437,1.015598,0.394737
321,438344,29071,485068,47517,0.91078,0.937805,0.4747,0.937805,0.5253,0.630336,0.923412,1.015586,0.394777
322,438158,29257,484765,47820,0.910212,0.937407,0.47475,0.937407,0.52525,0.63029,0.922923,1.015693,0.394931
323,437990,29425,484509,48076,0.909731,0.937047,0.474786,0.937047,0.525214,0.63024,0.922499,1.015771,0.394937
324,437979,29436,484480,48105,0.909676,0.937024,0.474795,0.937024,0.525205,0.630243,0.922459,1.015789,0.395
325,437974,29441,484467,48118,0.909652,0.937013,0.474799,0.937013,0.525201,0.630244,0.922441,1.015797,0.395062
326,437953,29462,484446,48139,0.909613,0.936968,0.474798,0.936968,0.525202,0.630233,0.922399,1.015795,0.39533
327,437884,29531,484363,48222,0.909457,0.936821,0.474801,0.936821,0.525199,0.630202,0.922247,1.015802,0.395349
328,437880,29535,484363,48222,0.909457,0.936812,0.474799,0.936812,0.525201,0.630198,0.922243,1.015797,0.395425
329,437863,29552,484342,48243,0.909417,0.936776,0.4748,0.936776,0.5252,0.630191,0.922205,1.0158,0.395528
330,437794,29621,484256,48329,0.909256,0.936628,0.474805,0.936628,0.525195,0.630162,0.92205,1.01581,0.395543
331,437725,29690,484149,48436,0.909055,0.93648,0.474821,0.93648,0.525179,0.630142,0.921874,1.015844,0.395683
332,437709,29706,484126,48459,0.909012,0.936446,0.474824,0.936446,0.525176,0.630137,0.921835,1.01585,0.395699
333,437688,29727,484083,48502,0.908931,0.936401,0.474834,0.936401,0.525166,0.630136,0.921771,1.015872,0.395701
334,437625,29790,484008,48577,0.90879,0.936266,0.474837,0.936266,0.525163,0.630108,0.921633,1.015878,0.395706
335,437613,29802,483990,48595,0.908756,0.936241,0.474839,0.936241,0.525161,0.630104,0.921603,1.015883,0.395722
336,437603,29812,483982,48603,0.908741,0.936219,0.474837,0.936219,0.525163,0.630098,0.921585,1.01588,0.395833
337,437602,29813,483979,48606,0.908736,0.936217,0.474838,0.936217,0.525162,0.630098,0.921581,1.015882,0.39602
338,437421,29994,483692,48893,0.908197,0.93583,0.474883,0.93583,0.525117,0.63005,0.921113,1.015977,0.396024
339,437234,30181,483373,49212,0.907598,0.93543,0.474941,0.93543,0.525059,0.63001,0.920607,1.016101,0.396078
340,437222,30193,483358,49227,0.90757,0.935404,0.474942,0.935404,0.525058,0.630005,0.92058,1.016103,0.396154
341,437207,30208,483346,49239,0.907547,0.935372,0.47494,0.935372,0.52506,0.629996,0.920553,1.016098,0.396226
342,437192,30223,483323,49262,0.907504,0.93534,0.474943,0.93534,0.525057,0.629991,0.920515,1.016105,0.396261
343,434715,32700,479841,52744,0.900966,0.930041,0.475329,0.930041,0.524671,0.629123,0.914556,1.016931,0.39645
344,434684,32731,479780,52805,0.900852,0.929974,0.475343,0.929974,0.524657,0.62912,0.914464,1.016961,0.396544
345,434264,33151,479027,53558,0.899438,0.929076,0.475494,0.929076,0.524506,0.629046,0.913291,1.017284,0.396552
346,434251,33164,479014,53571,0.899413,0.929048,0.475493,0.929048,0.524507,0.629039,0.913265,1.017282,0.396628
347,433996,33419,478609,53976,0.898653,0.928503,0.475557,0.928503,0.524443,0.628971,0.912605,1.01742,0.396648
348,433970,33445,478565,54020,0.89857,0.928447,0.475565,0.928447,0.524435,0.628965,0.912535,1.017437,0.396752
349,433950,33465,478541,54044,0.898525,0.928404,0.475566,0.928404,0.524434,0.628956,0.912491,1.017439,0.396761
350,433937,33478,478532,54053,0.898508,0.928376,0.475564,0.928376,0.524436,0.628947,0.912469,1.017433,0.396774
351,433922,33493,478513,54072,0.898473,0.928344,0.475565,0.928344,0.524435,0.628941,0.912435,1.017436,0.396898
352,433882,33533,478444,54141,0.898343,0.928259,0.475578,0.928259,0.524422,0.628933,0.912326,1.017464,0.396934
353,433645,33770,478062,54523,0.897626,0.927752,0.475641,0.927752,0.524359,0.628871,0.911707,1.017598,0.397002
354,433406,34009,477676,54909,0.896901,0.92724,0.475705,0.92724,0.524295,0.628809,0.911082,1.017735,0.397139
355,433165,34250,477285,55300,0.896167,0.926725,0.47577,0.926725,0.52423,0.628748,0.91045,1.017875,0.397163
356,433155,34260,477275,55310,0.896148,0.926703,0.47577,0.926703,0.52423,0.628743,0.91043,1.017874,0.397361
357,433124,34291,477214,55371,0.896033,0.926637,0.475784,0.926637,0.524216,0.62874,0.910338,1.017904,0.39759
358,433119,34296,477205,55380,0.896017,0.926626,0.475786,0.926626,0.524214,0.628739,0.910324,1.017908,0.397717
359,430588,36827,473437,59148,0.888942,0.921211,0.476301,0.921211,0.523699,0.627936,0.904025,1.019011,0.397849
360,430580,36835,473432,59153,0.888932,0.921194,0.476299,0.921194,0.523701,0.62793,0.904012,1.019007,0.39791
361,430522,36893,473342,59243,0.888763,0.92107,0.476313,0.92107,0.523687,0.627913,0.903864,1.019036,0.397924
362,430510,36905,473330,59255,0.888741,0.921044,0.476312,0.921044,0.523688,0.627907,0.90384,1.019035,0.397927
363,428005,39410,469572,63013,0.881685,0.915685,0.476845,0.915685,0.523155,0.627117,0.897577,1.020175,0.398058
364,427978,39437,469541,63044,0.881626,0.915627,0.476846,0.915627,0.523154,0.627104,0.897519,1.020176,0.398148
365,427972,39443,469534,63051,0.881613,0.915615,0.476846,0.915615,0.523154,0.627101,0.897506,1.020177,0.398182
366,427952,39463,469497,63088,0.881544,0.915572,0.476854,0.915572,0.523146,0.627098,0.897449,1.020194,0.39819
367,427941,39474,469486,63099,0.881523,0.915548,0.476853,0.915548,0.523147,0.627092,0.897427,1.020192,0.39823
368,427940,39475,469478,63107,0.881508,0.915546,0.476857,0.915546,0.523143,0.627095,0.897418,1.0202,0.398272
369,427887,39528,469410,63175,0.88138,0.915433,0.476862,0.915433,0.523138,0.627073,0.897297,1.020212,0.398274
370,427863,39552,469337,63248,0.881243,0.915381,0.476887,0.915381,0.523113,0.627082,0.8972,1.020265,0.398496
371,427816,39599,469280,63305,0.881136,0.915281,0.47689,0.915281,0.52311,0.627061,0.897096,1.020271,0.398551
372,427807,39608,469271,63314,0.881119,0.915262,0.476889,0.915262,0.523111,0.627056,0.897078,1.02027,0.398601
373,427783,39632,469258,63327,0.881095,0.91521,0.476882,0.91521,0.523118,0.627038,0.897041,1.020255,0.398623
374,427722,39693,469174,63411,0.880937,0.91508,0.476891,0.91508,0.523109,0.627015,0.896896,1.020274,0.398629
375,427675,39740,469108,63477,0.880813,0.914979,0.476899,0.914979,0.523101,0.626998,0.896783,1.020291,0.398693
376,427642,39773,469064,63521,0.880731,0.914909,0.476903,0.914909,0.523097,0.626985,0.896706,1.020299,0.398801
377,427617,39798,469024,63561,0.880656,0.914855,0.47691,0.914855,0.52309,0.626979,0.896641,1.020314,0.398936
378,427593,39822,469005,63580,0.88062,0.914804,0.476906,0.914804,0.523094,0.626963,0.896598,1.020305,0.399363
379,427451,39964,468743,63842,0.880128,0.9145,0.476963,0.9145,0.523037,0.626941,0.896194,1.020426,0.4
380,427366,40049,468644,63941,0.879942,0.914318,0.476966,0.914318,0.523034,0.626901,0.89601,1.020433,0.400545
381,427347,40068,468623,63962,0.879903,0.914277,0.476966,0.914277,0.523034,0.626891,0.89597,1.020433,0.400552
382,427307,40108,468544,64041,0.879754,0.914192,0.476984,0.914192,0.523016,0.626887,0.895851,1.020473,0.400709
383,427294,40121,468522,64063,0.879713,0.914164,0.476989,0.914164,0.523011,0.626884,0.895816,1.020482,0.400735
384,427288,40127,468505,64080,0.879681,0.914151,0.476994,0.914151,0.523006,0.626886,0.895793,1.020494,0.400915
385,427232,40183,468421,64164,0.879523,0.914031,0.477006,0.914031,0.522994,0.626868,0.895653,1.02052,0.401163
386,427224,40191,468414,64171,0.87951,0.914014,0.477005,0.914014,0.522995,0.626863,0.895638,1.020518,0.401168
387,427182,40233,468349,64236,0.879388,0.913924,0.477015,0.913924,0.522985,0.626851,0.895531,1.020539,0.401274
388,427176,40239,468340,64245,0.879371,0.913912,0.477017,0.913912,0.522983,0.626849,0.895516,1.020542,0.401316
389,427171,40244,468329,64256,0.879351,0.913901,0.47702,0.913901,0.52298,0.626849,0.8955,1.020548,0.401338
390,427161,40254,468310,64275,0.879315,0.91388,0.477024,0.91388,0.522976,0.626848,0.895471,1.020557,0.401361
391,427103,40312,468226,64359,0.879157,0.913755,0.477035,0.913755,0.522965,0.626828,0.895329,1.020581,0.401366
392,427050,40365,468145,64440,0.879005,0.913642,0.477047,0.913642,0.522953,0.626812,0.895195,1.020607,0.401527
393,427019,40396,468103,64482,0.878926,0.913576,0.477051,0.913576,0.522949,0.6268,0.895122,1.020616,0.401833
394,426963,40452,468016,64569,0.878763,0.913456,0.477065,0.913456,0.522935,0.626783,0.894979,1.020645,0.401869
395,426957,40458,468006,64579,0.878744,0.913443,0.477067,0.913443,0.522933,0.626782,0.894963,1.020649,0.401914
396,426945,40470,467992,64593,0.878718,0.913417,0.477067,0.913417,0.522933,0.626776,0.894937,1.02065,0.401942
397,426905,40510,467928,64657,0.878598,0.913332,0.477078,0.913332,0.522922,0.626765,0.894833,1.020673,0.402166
398,426843,40572,467831,64754,0.878416,0.913199,0.477093,0.913199,0.522907,0.626748,0.894674,1.020706,0.402174
399,426841,40574,467824,64761,0.878403,0.913195,0.477096,0.913195,0.522904,0.626749,0.894665,1.020712,0.402299
400,426829,40586,467816,64769,0.878387,0.913169,0.477093,0.913169,0.522907,0.62674,0.894645,1.020706,0.402315
401,426242,41173,466956,65629,0.876773,0.911913,0.477209,0.911913,0.522791,0.626544,0.893198,1.020953,0.402353
402,426224,41191,466935,65650,0.876733,0.911875,0.47721,0.911875,0.52279,0.626536,0.893159,1.020955,0.402439
403,426223,41192,466933,65652,0.87673,0.911873,0.47721,0.911873,0.52279,0.626535,0.893156,1.020956,0.402516
404,426191,41224,466891,65694,0.876651,0.911804,0.477214,0.911804,0.522786,0.626523,0.893082,1.020964,0.402586
405,426079,41336,466730,65855,0.876348,0.911565,0.477234,0.911565,0.522766,0.626484,0.892809,1.021007,0.402597
406,426074,41341,466725,65860,0.876339,0.911554,0.477234,0.911554,0.522766,0.626481,0.892799,1.021007,0.402685
407,426068,41347,466712,65873,0.876315,0.911541,0.477237,0.911541,0.522763,0.626481,0.89278,1.021014,0.40273
408,426056,41359,466689,65896,0.876271,0.911515,0.477243,0.911515,0.522757,0.626479,0.892745,1.021026,0.402778
409,426052,41363,466685,65900,0.876264,0.911507,0.477242,0.911507,0.522758,0.626477,0.892737,1.021025,0.40281
410,426029,41386,466657,65928,0.876211,0.911458,0.477244,0.911458,0.522756,0.626467,0.892686,1.021028,0.402878
411,426017,41398,466637,65948,0.876174,0.911432,0.477248,0.911432,0.522752,0.626464,0.892654,1.021036,0.402985
412,426016,41399,466633,65952,0.876166,0.91143,0.477249,0.91143,0.522751,0.626465,0.892649,1.021039,0.403077
413,425984,41431,466587,65998,0.87608,0.911361,0.477255,0.911361,0.522745,0.626454,0.892571,1.021052,0.403141
414,425968,41447,466579,66006,0.876065,0.911327,0.47725,0.911327,0.52275,0.626441,0.892547,1.021041,0.403226
415,425954,41461,466555,66030,0.87602,0.911297,0.477255,0.911297,0.522745,0.626438,0.892509,1.021051,0.403509
